cooperative_id,name,province,district,subdistrict,latitude,longitude,building_k,km_to_building,building_band
22030,KOPERASI DESA MERAH PUTIH CURAH JERU,JAWA TIMUR,KAB. SITUBONDO,Panji,-7.693394,114.032891,0.0,0.0,on a building cell (<70 m)
34109,KOPERASI DESA MERAH PUTIH SLIWUNG,JAWA TIMUR,KAB. SITUBONDO,Panji,-7.74903848,114.0200803,2.0,0.264,< ~260 m
37687,KOPERASI DESA MERAH PUTIH KLAMPOKAN,JAWA TIMUR,KAB. SITUBONDO,Panji,-7.7433396,114.0508579,0.0,0.0,on a building cell (<70 m)
41212,KOPERASI DESA MERAH PUTIH BATTAL,JAWA TIMUR,KAB. SITUBONDO,Panji,-7.74626871,114.0369572,0.0,0.0,on a building cell (<70 m)
47991,KOPERASI DESA MERAH PUTIH TOKELAN,JAWA TIMUR,KAB. SITUBONDO,Panji,-7.68579877,114.040027,1.0,0.132,< ~260 m
63520,KOPERASI DESA MERAH PUTIH PANJI LOR KECAMATAN PANJI,JAWA TIMUR,KAB. SITUBONDO,Panji,-7.69948697,114.0480616,2.0,0.264,< ~260 m
1503,KOPERASI DESA MERAH PUTIH TEPOS,JAWA TIMUR,KAB. SITUBONDO,Banyuglugur,-7.77882965,113.6097813,1.0,0.132,< ~260 m
16983,KOPERASI DESA MERAH PUTIH BANYUGLUGUR,JAWA TIMUR,KAB. SITUBONDO,Banyuglugur,-7.73128974,113.6107615,1.0,0.132,< ~260 m
18980,KOPERASI DESA MERAH PUTIH TELEMPONG,JAWA TIMUR,KAB. SITUBONDO,Banyuglugur,-7.75182744,113.62468,1.0,0.132,< ~260 m
19044,KOPERASI DESA MERAH PUTIH SELOBANTENG,JAWA TIMUR,KAB. SITUBONDO,Banyuglugur,-7.7511895,113.5927804,0.0,0.0,on a building cell (<70 m)
19836,KOPERASI DESA MERAH PUTIH KALIANGET KECAMATAN BANYUGLUGUR,JAWA TIMUR,KAB. SITUBONDO,Banyuglugur,-7.735703,113.6796959,0.0,0.0,on a building cell (<70 m)
25057,KOPERASI DESA MERAH PUTIH KALISARI KECAMATAN BANYUGLUGUR,JAWA TIMUR,KAB. SITUBONDO,Banyuglugur,-7.77185987,113.6293979,2.0,0.264,< ~260 m
63530,KOPERASI DESA MERAH PUTIH LUBAWANG,JAWA TIMUR,KAB. SITUBONDO,Banyuglugur,-7.76534308,113.6703442,0.0,0.0,on a building cell (<70 m)
2501,KOPERASI DESA MERAH PUTIH KALIREJO SUMBERMALANG,JAWA TIMUR,KAB. SITUBONDO,Sumbermalang,-7.86385667,113.7121063,0.0,0.0,on a building cell (<70 m)
3497,KOPERASI DESA MERAH PUTIH PLALANGAN KECAMATAN SUMBERMALANG,JAWA TIMUR,KAB. SITUBONDO,Sumbermalang,-7.8133784,113.7048432,1.0,0.132,< ~260 m
4442,KOPERASI DESA MERAH PUTIH TAMANSARI SUMBERMALANG,JAWA TIMUR,KAB. SITUBONDO,Sumbermalang,-7.83693043,113.7239935,0.0,0.0,on a building cell (<70 m)
5188,KOPERASI DESA MERAH PUTIH TAMANKURSI SUMBERMALANG,JAWA TIMUR,KAB. SITUBONDO,Sumbermalang,-7.9389051,113.6346576,3.0,0.396,< ~530 m
6627,KOPERASI DESA MERAH PUTIH TLOGOSARI SUMBERMALANG,JAWA TIMUR,KAB. SITUBONDO,Sumbermalang,-7.84839483,113.7055576,0.0,0.0,on a building cell (<70 m)
13802,KOPERASI DESA MERAH PUTIH BADERAN,JAWA TIMUR,KAB. SITUBONDO,Sumbermalang,-7.91694349,113.6393024,2.0,0.264,< ~260 m
14688,KOPERASI DESA MERAH PUTIH ALASTENGAH,JAWA TIMUR,KAB. SITUBONDO,Sumbermalang,-7.88456468,113.6576076,3.0,0.396,< ~530 m
19100,KOPERASI DESA MERAH PUTIH TAMAN KECAMATAN SUMBERMALANG,JAWA TIMUR,KAB. SITUBONDO,Sumbermalang,-7.83898441,113.6939933,0.0,0.0,on a building cell (<70 m)
22524,KOPERASI DESA MERAH PUTIH SUMBERARGO KECAMATAN SUMBERMALANG,JAWA TIMUR,KAB. SITUBONDO,Sumbermalang,-7.87675766,113.7124605,1.0,0.132,< ~260 m
3366,KOPERASI DESA MERAH PUTIH SUBOH,JAWA TIMUR,KAB. SITUBONDO,Suboh,-7.7557774,113.7279801,0.0,0.0,on a building cell (<70 m)
3966,KOPERASI DESA MERAH PUTIH KETAH,JAWA TIMUR,KAB. SITUBONDO,Suboh,-7.73252098,113.7180431,0.0,0.0,on a building cell (<70 m)
4071,KOPERASI DESA MERAH PUTIH BUDUAN,JAWA TIMUR,KAB. SITUBONDO,Suboh,-7.7364714,113.7265903,0.0,0.0,on a building cell (<70 m)
4774,KOPERASI DESA MERAH PUTIH GUNUNG PUTRI KECAMATAN SUBOH,JAWA TIMUR,KAB. SITUBONDO,Suboh,-7.77898483,113.7449644,3.0,0.396,< ~530 m
4835,KOPERASI DESA MERAH PUTIH GUNUNG MALANG KECAMATAN SUBOH,JAWA TIMUR,KAB. SITUBONDO,Suboh,-7.7769334,113.7316587,0.0,0.0,on a building cell (<70 m)
14566,KOPERASI DESA MERAH PUTIH MOJODUNGKOL,JAWA TIMUR,KAB. SITUBONDO,Suboh,-7.80265751,113.7321321,0.0,0.0,on a building cell (<70 m)
14748,KOPERASI DESA MERAH PUTIH DAWUAN,JAWA TIMUR,KAB. SITUBONDO,Suboh,-7.75900181,113.7220672,2.0,0.264,< ~260 m
22497,KOPERASI DESA MERAH PUTIH CEMARA KECAMATAN SUBOH,JAWA TIMUR,KAB. SITUBONDO,Suboh,-7.8092187,113.7235646,0.0,0.0,on a building cell (<70 m)
5202,KOPERASI DESA MERAH PUTIH BLETOK,JAWA TIMUR,KAB. SITUBONDO,Bungatan,-7.73798925,113.7932816,1.0,0.132,< ~260 m
9931,KOPERASI DESA MERAH PUTIH PASIR PUTIH KECAMATAN BUNGATAN,JAWA TIMUR,KAB. SITUBONDO,Bungatan,-7.70792918,113.8371454,16.0,2.112,< ~5 km
11824,KOPERASI DESA MERAH PUTIH SUMBER TENGAH,JAWA TIMUR,KAB. SITUBONDO,Bungatan,-7.757794,113.827516,0.0,0.0,on a building cell (<70 m)
12107,KOPERASI DESA MERAH PUTIH SELOWOGO,JAWA TIMUR,KAB. SITUBONDO,Bungatan,-7.76362656,113.8075416,0.0,0.0,on a building cell (<70 m)
13115,KOPERASI DESA MERAH PUTIH MLANDINGAN WETAN,JAWA TIMUR,KAB. SITUBONDO,Bungatan,-7.74695115,113.7863317,0.0,0.0,on a building cell (<70 m)
64251,KOPERASI DESA MERAH PUTIH BUNGATAN,JAWA TIMUR,KAB. SITUBONDO,Bungatan,-7.7380071,113.7973018,0.0,0.0,on a building cell (<70 m)
66623,KOPERASI DESA MERAH PUTIH PATEMON KECAMATAN BUNGATAN,JAWA TIMUR,KAB. SITUBONDO,Bungatan,-7.7567534,113.8482718,0.0,0.0,on a building cell (<70 m)
7706,KOPERASI DESA MERAH PUTIH TANJUNG PECINAN,JAWA TIMUR,KAB. SITUBONDO,Mangaran,-7.62603824,114.037624,1.0,0.132,< ~260 m
9195,KOPERASI DESA MERAH PUTIH TREBUNGAN,JAWA TIMUR,KAB. SITUBONDO,Mangaran,-7.657967,114.021163,0.0,0.0,on a building cell (<70 m)
10457,KOPERASI DESA MERAH PUTIH SEMIRING,JAWA TIMUR,KAB. SITUBONDO,Mangaran,-7.636754,114.025746,0.0,0.0,on a building cell (<70 m)
12087,KOPERASI DESA MERAH PUTIH MANGARAN KECAMATAN MANGARAN,JAWA TIMUR,KAB. SITUBONDO,Mangaran,-7.66302216,114.0396389,0.0,0.0,on a building cell (<70 m)
27182,KOPERASI DESA MERAH PUTIH TANJUNG GLUGUR,JAWA TIMUR,KAB. SITUBONDO,Mangaran,-7.6401924,114.0522372,1.0,0.132,< ~260 m
55062,KOPERASI DESA MERAH PUTIH TANJUNG KAMAL,JAWA TIMUR,KAB. SITUBONDO,Mangaran,-7.662349,114.053305,0.0,0.0,on a building cell (<70 m)
12195,KOPERASI DESA MERAH PUTIH WRINGINANOM KECAMATAN JATIBANTENG,JAWA TIMUR,KAB. SITUBONDO,Jatibanteng,-7.80058949,113.6576376,1.0,0.132,< ~260 m
15178,KOPERASI DESA MERAH PUTIH PATEGALAN KECAMATAN JATIBANTENG,JAWA TIMUR,KAB. SITUBONDO,Jatibanteng,-7.83901337,113.6777496,0.0,0.0,on a building cell (<70 m)
27194,KOPERASI DESA MERAH PUTIH PATEMON BISA,JAWA TIMUR,KAB. SITUBONDO,Jatibanteng,-7.83226787,113.6316639,5.0,0.66,< ~1 km
28546,KOPERASI DESA MERAH PUTIH CURAHSURI KECAMATAN JATIBANTENG,JAWA TIMUR,KAB. SITUBONDO,Jatibanteng,-7.80540813,113.6139307,2.0,0.264,< ~260 m
48557,KOPERASI DESA MERAH PUTIH KEMBANGSARI KECAMATAN JATIBANTENG,JAWA TIMUR,KAB. SITUBONDO,Jatibanteng,-7.85303638,113.6510588,4.0,0.528,< ~530 m
53186,KOPERASI DESA MERAH PUTIH JATIBANTENG KECAMATAN JATIBANTENG KABUPATEN SITUBONDO,JAWA TIMUR,KAB. SITUBONDO,Jatibanteng,-7.78723218,113.6830877,3.0,0.396,< ~530 m
70872,KOPERASI DESA MERAH PUTIH SEMAMBUNG KECAMATAN JATIBANTENG,JAWA TIMUR,KAB. SITUBONDO,Jatibanteng,-7.80798748,113.7004516,1.0,0.132,< ~260 m
77477,KOPERASI DESA MERAH PUTIH SUMBERANYAR KECAMATAN JATIBANTENG,JAWA TIMUR,KAB. SITUBONDO,Jatibanteng,-7.79450123,113.6942111,1.0,0.132,< ~260 m
12344,KOPERASI DESA MERAH PUTIH BAYEMAN KECAMATAN ARJASA,JAWA TIMUR,KAB. SITUBONDO,Arjasa,-7.83894751,114.1224352,1.0,0.132,< ~260 m
24046,KOPERASI DESA MERAH PUTIH LAMONGAN,JAWA TIMUR,KAB. SITUBONDO,Arjasa,-7.722069,114.1320331,1.0,0.132,< ~260 m
25236,KOPERASI DESA MERAH PUTIH CURAH TATAL,JAWA TIMUR,KAB. SITUBONDO,Arjasa,-7.86970695,114.1035262,3.0,0.396,< ~530 m
29449,KOPERASI DESA MERAH PUTIH JATISARI KECAMATAN ARJASA,JAWA TIMUR,KAB. SITUBONDO,Arjasa,-7.80725327,114.1099757,1.0,0.132,< ~260 m
30975,KOPERASI DESA MERAH PUTIH KEDUNGDOWO,JAWA TIMUR,KAB. SITUBONDO,Arjasa,-7.7518695,114.1482118,0.0,0.0,on a building cell (<70 m)
31529,KOPERASI DESA MERAH PUTIH ARJASA KECAMATAN ARJASA KABUPATEN SITUBONDO,JAWA TIMUR,KAB. SITUBONDO,Arjasa,-7.72748285,114.1221829,1.0,0.132,< ~260 m
65619,KOPERASI DESA MERAH PUTIH KAYUMAS,JAWA TIMUR,KAB. SITUBONDO,Arjasa,-7.90581632,114.1482412,0.0,0.0,on a building cell (<70 m)
66175,KOPERASI DESA MERAH PUTIH KETOWAN,JAWA TIMUR,KAB. SITUBONDO,Arjasa,-7.76475209,114.1327174,1.0,0.132,< ~260 m
12448,KOPERASI DESA MERAH PUTIH WONOREJO KECAMATAN BANYUPUTIH,JAWA TIMUR,KAB. SITUBONDO,Banyuputih,-7.9222159,114.3935933,0.0,0.0,on a building cell (<70 m)
14743,KOPERASI DESA MERAH PUTIH SUMBERANYAR BANYUPUTIH SITUBONDO,JAWA TIMUR,KAB. SITUBONDO,Banyuputih,-7.79553933,114.2825168,0.0,0.0,on a building cell (<70 m)
18649,KOPERASI DESA MERAH PUTIH SUMBERWARU KECAMATAN BANYUPUTIH,JAWA TIMUR,KAB. SITUBONDO,Banyuputih,-7.79933275,114.3586178,4.0,0.528,< ~530 m
25049,KOPERASI DESA MERAH PUTIH BANYUPUTIH,JAWA TIMUR,KAB. SITUBONDO,Banyuputih,-7.75839187,114.2482325,0.0,0.0,on a building cell (<70 m)
40737,KOPERASI DESA MERAH PUTIH SUMBEREJO KECAMATAN BANYUPUTIH,JAWA TIMUR,KAB. SITUBONDO,Banyuputih,-7.805117,114.258972,0.0,0.0,on a building cell (<70 m)
14175,KOPERASI DESA MERAH PUTIH KENDIT,JAWA TIMUR,KAB. SITUBONDO,Kendit,-7.7398566,113.9358892,1.0,0.132,< ~260 m
36316,KOPERASI DESA MERAH PUTIH KLATAKAN KENDIT,JAWA TIMUR,KAB. SITUBONDO,Kendit,-7.70854151,113.8958063,5.0,0.66,< ~1 km
50158,KOPERASI DESA MERAH PUTIH BUGEMAN,JAWA TIMUR,KAB. SITUBONDO,Kendit,-7.74490111,113.960582,7.0,0.924,< ~1 km
53076,KOPERASI DESA MERAH PUTIH KUKUSAN,JAWA TIMUR,KAB. SITUBONDO,Kendit,-7.735449,113.874334,0.0,0.0,on a building cell (<70 m)
73761,KOPERASI DESA MERAH PUTIH TAMBAK UKIR,JAWA TIMUR,KAB. SITUBONDO,Kendit,-7.77351306,113.9207483,1.0,0.132,< ~260 m
79856,KOPERASI DESA MERAH PUTIH DESA RAJEKWESI,JAWA TIMUR,KAB. SITUBONDO,Kendit,-7.77749125,113.8766828,0.0,0.0,on a building cell (<70 m)
81135,KOPERASI DESA MERAH PUTIH BALUNG KECAMATAN KENDIT,JAWA TIMUR,KAB. SITUBONDO,Kendit,-7.738053,113.921469,0.0,0.0,on a building cell (<70 m)
17631,KOPERASI DESA MERAH PUTIH BANTAL,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.89684169,114.2313034,8.0,1.056,< ~1 km
17833,KOPERASI DESA MERAH PUTIH KEDUNGLO,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.88658294,114.195256,10.0,1.32,< ~2 km
17888,KOPERASI DESA MERAH PUTIH KERTOSARI KECAMATAN ASEMBAGUS,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.86714463,114.175405,6.0,0.792,< ~1 km
18054,KOPERASI DESA MERAH PUTIH PERANTE,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.7702412,114.2134288,2.0,0.264,< ~260 m
18106,KOPERASI DESA MERAH PUTIH MOJOSARI KECAMATAN ASEMBAGUS,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.77641793,114.1916441,3.0,0.396,< ~530 m
21737,KOPERASI DESA MERAH PUTIH TRIGONCO,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.75300433,114.2305938,1.0,0.132,< ~260 m
21967,KOPERASI DESA MERAH PUTIH AWAR AWAR,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.76782234,114.2265566,2.0,0.264,< ~260 m
27165,KOPERASI DESA MERAH PUTIH WRINGIN ANOM,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.72577077,114.2463404,2.0,0.264,< ~260 m
28713,KOPERASI DESA MERAH PUTIH ASEMBAGUS,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.7504408,114.2081516,0.0,0.0,on a building cell (<70 m)
65334,KOPERASI DESA MERAH PUTIH GUDANG KECAMATAN ASEMBAGUS,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.74278005,114.2256487,2.0,0.264,< ~260 m
25154,KOPERASI DESA MERAH PUTIH SELOMUKTI,JAWA TIMUR,KAB. SITUBONDO,Mlandingan,-7.75709956,113.7542182,0.0,0.0,on a building cell (<70 m)
39292,KOPERASI DESA MERAH PUTIH SUMBER PINANG MLANDINGAN,JAWA TIMUR,KAB. SITUBONDO,Mlandingan,-7.77948186,113.7722281,3.0,0.396,< ~530 m
68509,KOPERASI DESA MERAH PUTIH MLANDINGAN KULON,JAWA TIMUR,KAB. SITUBONDO,Mlandingan,-7.74071705,113.76676784,0.0,0.0,on a building cell (<70 m)
69170,KOPERASI DESA MERAH PUTIH TREBUNGAN MLANDINGAN,JAWA TIMUR,KAB. SITUBONDO,Mlandingan,-7.76364853,113.7879157,1.0,0.132,< ~260 m
83661,KOPERASI DESA MERAH PUTIH ALAS BAYUR,JAWA TIMUR,KAB. SITUBONDO,Mlandingan,-7.7990616,113.8052533,3.0,0.396,< ~530 m
83732,KOPERASI DESA MERAH PUTIH CAMPOAN,JAWA TIMUR,KAB. SITUBONDO,Mlandingan,-7.7912898,113.8329744,1.0,0.132,< ~260 m
83796,KOPERASI DESA MERAH PUTIH SUMBERANYAR KECAMATAN MLANDINGAN,JAWA TIMUR,KAB. SITUBONDO,Mlandingan,-7.77886529,113.7890295,5.0,0.66,< ~1 km
36458,KOPERASI DESA MERAH PUTIH KUMBANGSARI,JAWA TIMUR,KAB. SITUBONDO,Jangkar,-7.72294334,114.1881719,1.0,0.132,< ~260 m
38711,KOPERASI DESA MERAH PUTIH GADINGAN KECAMATAN JANGKAR,JAWA TIMUR,KAB. SITUBONDO,Jangkar,-7.72758602,114.1979021,3.0,0.396,< ~530 m
42146,KOPERASI DESA MERAH PUTIH CURAH KALAK KECAMATAN JANGKAR,JAWA TIMUR,KAB. SITUBONDO,Jangkar,-7.75571417,114.1811517,1.0,0.132,< ~260 m
43148,KOPERASI DESA MERAH PUTIH SOPET,JAWA TIMUR,KAB. SITUBONDO,Jangkar,-7.80038656,114.1566403,1.0,0.132,< ~260 m
61070,KOPERASI DESA MERAH PUTIH PESANGGRAHAN KECAMATAN JANGKAR,JAWA TIMUR,KAB. SITUBONDO,Jangkar,-7.74031556,114.1654911,1.0,0.132,< ~260 m
62788,KOPERASI DESA MERAH PUTIH JANGKAR KECAMATAN JANGKAR,JAWA TIMUR,KAB. SITUBONDO,Jangkar,-7.7347466,114.210576,0.0,0.0,on a building cell (<70 m)
65254,KOPERASI DESA MERAH PUTIH AGEL,JAWA TIMUR,KAB. SITUBONDO,Jangkar,-7.72298583,114.1690019,1.0,0.132,< ~260 m
68258,KOPERASI DESA MERAH PUTIH PALANGAN KECAMATAN JANGKAR,JAWA TIMUR,KAB. SITUBONDO,Jangkar,-7.74179846,114.194616,0.0,0.0,on a building cell (<70 m)
40791,KOPERASI KELURAHAN MERAH PUTIH PATOKAN ANGGREK SITUBONDO,JAWA TIMUR,KAB. SITUBONDO,Situbondo,-7.70226575,113.9925013,1.0,0.132,< ~260 m
41217,KOPERASI DESA MERAH PUTIH KALIBAGOR,JAWA TIMUR,KAB. SITUBONDO,Situbondo,-7.77039393,113.9921165,0.0,0.0,on a building cell (<70 m)
55969,KOPERASI DESA MERAH PUTIH KOTAKAN,JAWA TIMUR,KAB. SITUBONDO,Situbondo,-7.74130731,114.0048381,2.0,0.264,< ~260 m
68946,KOPERASI KELURAHAN MERAH PUTIH DAWUHAN KECAMATAN SITUBONDO,JAWA TIMUR,KAB. SITUBONDO,Situbondo,-7.70185768,114.0056559,0.0,0.0,on a building cell (<70 m)
75471,KOPERASI DESA MERAH PUTIH TALKANDANG KECAMATAN SITUBONDO,JAWA TIMUR,KAB. SITUBONDO,Situbondo,-7.68316777,114.0030752,0.0,0.0,on a building cell (<70 m)
83998,KOPERASI DESA MERAH PUTIH OLEAN,JAWA TIMUR,KAB. SITUBONDO,Situbondo,-7.667878,114.00532,0.0,0.0,on a building cell (<70 m)
98,KOPERASI KELURAHAN MERAH PUTIH KALIJUDAN,JAWA TIMUR,KOTA SURABAYA,Mulyorejo,-7.250445,112.768845,0.0,0.0,on a building cell (<70 m)
28354,KOPERASI KELURAHAN MERAH PUTIH KALISARI KECAMATAN MULYOREJO,JAWA TIMUR,KOTA SURABAYA,Mulyorejo,-7.26369447,112.8131126,2.0,0.264,< ~260 m
40114,KOPERASI KELURAHAN MERAH PUTIH MANYAR SABRANGAN KECAMATAN MULYOREJO,JAWA TIMUR,KOTA SURABAYA,Mulyorejo,-7.27981547,112.7741517,0.0,0.0,on a building cell (<70 m)
43166,KOPERASI KELURAHAN MERAH PUTIH KEJAWAN PUTIH TAMBAK,JAWA TIMUR,KOTA SURABAYA,Mulyorejo,-7.2839106,112.7995547,0.0,0.0,on a building cell (<70 m)
43998,KOPERASI KELURAHAN MERAH PUTIH DUKUH SUTOREJO KECAMATAN MULYOREJO,JAWA TIMUR,KOTA SURABAYA,Mulyorejo,-7.259478,112.7729062,0.0,0.0,on a building cell (<70 m)
51003,KOPERASI KELURAHAN MERAH PUTIH MULYOREJO KECAMATAN MULYOREJO,JAWA TIMUR,KOTA SURABAYA,Mulyorejo,-7.27062,112.7829271,0.0,0.0,on a building cell (<70 m)
6102,KOPERASI KELURAHAN MERAH PUTIH TAMBAKREJO KECAMATAN SIMOKERTO,JAWA TIMUR,KOTA SURABAYA,Simokerto,-7.24537621,112.7572428,0.0,0.0,on a building cell (<70 m)
14817,KOPERASI KELURAHAN MERAH PUTIH SIDODADI KECAMATAN SIMOKERTO,JAWA TIMUR,KOTA SURABAYA,Simokerto,-7.23699792,112.7473636,0.0,0.0,on a building cell (<70 m)
28347,KOPERASI KELURAHAN MERAH PUTIH KAPASAN,JAWA TIMUR,KOTA SURABAYA,Simokerto,-7.24208209,112.7508501,0.0,0.0,on a building cell (<70 m)
36467,KOPERASI KELURAHAN MERAH PUTIH SIMOKERTO,JAWA TIMUR,KOTA SURABAYA,Simokerto,-7.23798282,112.7569687,1.0,0.132,< ~260 m
38176,KOPERASI KELURAHAN MERAH PUTIH SIMOLAWANG,JAWA TIMUR,KOTA SURABAYA,Simokerto,-7.23356568,112.7478836,0.0,0.0,on a building cell (<70 m)
